所属地市,所属区县,所属供电所,变电站名称,变电站ID,变电站母线编号,馈线ID,馈线名称,电压等级(kV),电网类型,供电分区分类,供电区域特征,线路性质,产权性质,线路类别,主干电缆型号,主干电缆长度(km),主干裸导线型号,主干裸导线长度(km),主干绝缘架空型号,主干绝缘架空线长度(km),主干架空线长度(km),主干总长度(km),电缆总长度(km),架空绝缘线总长度(km),架空裸导线总长度(km),线路总长度(km),供电半径(km),接线模式,安全电流(A),主干线自动化分段数,无功补偿容量(kVar),供电负荷性质,装接公变台数,装接公变容量(kVA),装接专变台数,装接专变容量(kVA),装接配变总数,装接容量(kVA),线路总用户数(个),低压用户数(个),开关柜(面),三遥开关柜(面),二遥开关柜(面),柱上开关(台),三遥柱上开关(台),二遥柱上开关(台),户外开关站(座),户内开关站(座),三遥终端(套),二遥终端(套),带通信功能的故障指示器(套),投运日期,联络线路1变电站名称,联络线路1GISID,联络线路1名称,联络线路1高峰负荷时刻电流(A),联络线路2变电站名称,联络线路2GISID,联络线路2名称,联络线路2高峰负荷时刻电流(A),联络线路3变电站名称,联络线路3GISID,联络线路3名称,联络线路3高峰负荷时刻电流(A),联络线路4变电站名称,联络线路4GISID,联络线路4名称,联络线路4高峰负荷时刻电流(A),年最大电流(A),最大电流出现时间,高峰负荷时刻电流(A),年最高负载率(%),上一年度最高负载率(%),上一年度高峰负荷时刻电流(A),平均电流(A),平均负载率(%),线路供电负荷性质,年售电量(kWh),年供电量(kWh),线损率(%),上一年度线路故障次数,是否故障高发,是否重载,是否过载,过载累计持续时间(h),过载次数,重载累计持续时间(h),重载次数,重过载原因分析,线路最大用户容量(kVA),是否预计下一年过载,是否轻载,供电半径是否过长,是否站间联络线路,是否站内联络线路,是否同母线联络线路,是否同杆架设线路联络,是否首端联络,是否主干线挂灯笼,是否联络点不合理,是否单辐射,是否非典型接线,是否不可转供,是否装接容量偏高(>12MVA),是否装接容量偏低(<2MVA),是否存在大分支,是否主干线不满足自动化配置要求,是否重要分支线不满足自动化配置要求,末端电压(kV),是否存在馈线电压异常,馈线电压异常原因分析,是否存在抗风能力不足,是否存在防雷能力不足,是否存在用户故障出门,用户故障出门次数,是否存在安全隐患,是否残旧,是否报装受限,馈线供电区域报装负荷(kVA),是否实现馈线自动化,实现配电自动化情况,是否实现配电自动化有效覆盖,是否实现自愈最低布点要求,是否未实现光纤覆盖,设备状态,是否备用线路,是否单一用户线路,是否属于贫困地区,是否属于中心村,是否属于国有林场供电线路,是否属于革命老区示范区,备注(规划),备注(生技),备注(营销),备注(调度),主键
汕头供电局,汕头潮阳供电局,和平供电所,110kV和平变电站,418007751416401.0,Ⅱ,418007751876901.0,10kV下寨线536,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,2.19,/,0.0,0,0.0,0.0,2.19,4.4,5.37,0.0,9.77,4.33,“2-1”单环网,508.0,0.0,0.0,工民混合,15.0,7390.0,9.0,4560.0,24.0,11950.0,3122.0,3098.0,44.0,44.0,0.0,3.0,0.0,0.0,3.0,1.0,44.0,0.0,6.0,2002年01月01日,110kV里美变电站,420220776264100.0,10kV里下线526,378.6,,,,,,,,,,,,,539.5,2021年11月20日,297.66,106.2,,,92.81,18.27,工民混合,11665067.1,14785989.0,21.1073,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,否,无,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26276256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,棉北供电所,110kV棉城变电站,418007751418001.0,ⅡB,420220635936100.0,10kV棉信线526,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,0.91,/,0.0,0,0.0,0.0,0.91,0.91,0.0,0.0,0.91,0.91,“3-1”单环网,508.0,0.0,0.0,居住,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018年01月13日,110kV棉城变电站,418008411689701.0,10kV中信线515,0.0,,,,,,,,,,,,,0.58,2022年01月01日,0.29,0.11,,,0.0,0.0,居住,0.0,0.0,0.0,0.0,否,否,否,,,,,,,否,是,否,否,是,否,否,否,否,否,否,否,否,否,是,否,是,否,10.0,否,,否,否,否,,否,否,否,,否,无,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26286256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007752366701.0,10kV南阳线534,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22-8.7/15-3*300,0.2,/,0.0,0,0.0,0.0,0.2,1.09,3.3,0.0,4.39,2.0,架空线路单联络,508.0,3.0,0.0,工民混合,12.0,6130.0,12.0,6255.0,24.0,12385.0,686.0,663.0,7.0,7.0,0.0,8.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,2002年01月01日,110kV仙马变电站,418007774933801.0,10kV东洋线561,143.44,,,,,,,,,,,,,345.0,2022年03月16日,205.08,67.91,,,167.13,32.9,工民混合,26281619.8,26625233.0,1.2906,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,是,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26296256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV铜盂变电站,418007751420101.0,I,418007752298601.0,10kV溪西线511,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*240,0.19,/,0.0,0,0.0,0.0,0.19,2.46,9.49,0.47,12.42,4.88,架空线路单联络,452.0,2.0,0.0,工民混合,27.0,15040.0,10.0,4075.0,37.0,19115.0,4659.0,4622.0,35.0,35.0,0.0,3.0,3.0,0.0,0.0,1.0,38.0,0.0,19.0,2002年01月01日,110kV铜盂变电站,418007752301601.0,10kV八宝线512,363.87,,,,,,,,,,,,,391.28,2022年08月22日,364.22,86.57,,,164.26,36.34,工民混合,25710512.7,26168040.0,1.7484,0.0,否,否,否,,,,,,,否,否,否,否,是,是,是,否,否,否,否,否,是,是,否,否,否,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262A6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV铜盂变电站,418007751420101.0,I,418007752295801.0,10kV任屿线510,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22-8.7/15-3*240,0.04,/,0.0,0,0.0,0.0,0.04,0.39,14.28,4.05,18.72,9.25,架空线路两联络,452.0,2.0,0.0,工民混合,27.0,9760.0,21.0,5700.0,48.0,15460.0,5221.0,5177.0,6.0,6.0,0.0,9.0,4.0,0.0,0.0,0.0,10.0,0.0,15.0,2002年01月01日,110kV铜盂变电站,420220349534400.0,10kV深威线529,175.78,110kV东洋变电站,418008407011401.0,10kV双岐线526,326.95,,,,,,,,,534.0,2022年07月13日,280.55,118.14,,,130.27,28.82,工民混合,20315592.85,20753645.0,2.1107,0.0,否,否,否,,,,,,,否,否,是,是,是,否,否,否,否,否,否,否,否,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262B6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,海门供电所,220kV弼臣站,418480010198100.0,Ⅲ,420480033962200.0,10kV弼兴乙线539,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,4.25,/,0.0,0,0.0,0.0,4.25,7.53,0.0,0.0,7.53,5.72,“2-1”单环网,508.0,5.0,0.0,工业,0.0,0.0,8.0,16000.0,8.0,16000.0,6.0,3.0,53.0,53.0,0.0,0.0,0.0,0.0,10.0,0.0,53.0,0.0,20.0,2021年11月05日,220kV弼臣站,420480036980100.0,10kV弼园甲线528,380.63,,,,,,,,,,,,,456.0,2022年03月23日,417.66,89.76,,,0.0,0.0,工业,0.0,0.0,0.0,0.0,否,是,否,,,,,,,是,否,是,否,是,是,否,否,否,否,否,否,是,是,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262C6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,420220896890300.0,10kV城园线566,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,2.84,/,0.0,0,0.0,0.0,2.84,4.25,0.08,0.0,4.33,2.84,“3-1”单环网,508.0,3.0,0.0,工民混合,3.0,2815.0,7.0,7230.0,10.0,10045.0,854.0,847.0,45.0,45.0,0.0,0.0,0.0,0.0,6.0,0.0,45.0,0.0,17.0,2021年03月30日,110kV城东变电站,418007751783201.0,10kV公园线538,103.42,,,,,,,,,,,,,346.28,2022年07月28日,315.0,68.17,,,59.74,11.76,工民混合,9388797.0,9516731.0,1.3443,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262D6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,城南供电所,110kV城东变电站,418007751415501.0,Ⅲ,420220789360300.0,10kV城郊线547,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,3.79,/,0.0,JKLGYJ-240,0.6,0.6,4.39,5.71,0.74,0.0,6.45,4.48,“2-1”单环网,508.0,9.0,0.0,工民混合,11.0,5715.0,7.0,2480.0,18.0,8195.0,3452.0,3434.0,33.0,33.0,0.0,2.0,0.0,0.0,7.0,0.0,33.0,0.0,7.0,2020年07月31日,110kV口美变电站,420220828385700.0,10kV美新线533,154.69,,,,,,,,,,,,,226.75,2022年08月23日,184.57,44.64,,,76.52,15.06,工民混合,11950938.1,12189806.0,1.9596,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262E6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV东洋变电站,418008239569601.0,ⅡA,420220906528100.0,10kV东浮线531,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.84,/,0.0,0,0.0,0.0,0.84,0.84,3.93,0.0,4.77,3.52,架空线路两联络,508.0,3.0,0.0,工民混合,18.0,8060.0,1.0,400.0,19.0,8460.0,3180.0,3161.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2021年02月05日,110kV东洋变电站,420220356897100.0,10kV东洲线510,321.97,110kV东洋变电站,418008403483201.0,10kV联堤线523,473.73,,,,,,,,,524.0,2022年07月13日,336.04,103.15,,,128.03,25.2,工民混合,20008921.7,20396747.0,1.9014,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF262F6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007752396901.0,10kV仙彭线552,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300,0.4,/,0.0,0,0.0,0.0,0.4,0.78,4.66,0.4,5.84,2.25,架空线路单联络,508.0,0.0,0.0,工民混合,19.0,7875.0,14.0,3670.0,33.0,11545.0,1080.0,1048.0,6.0,6.0,0.0,6.0,2.0,0.0,1.0,0.0,8.0,0.0,3.0,2002年01月01日,110kV仙马变电站,418007752412301.0,10kV彭新线540,244.69,,,,,,,,,,,,,264.0,2022年04月10日,0.0,51.97,,,149.99,29.53,工民混合,23584278.5,23894740.0,1.2993,0.0,否,否,否,,,,,,,否,否,否,否,是,否,是,是,否,否,否,否,否,否,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26306256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,关埠供电所,110kV关埠变电站,418007751415801.0,I,418007751807401.0,10kV石井线522,10kV,农网,D,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300;YJV22-8.7/15-3*70,0.87,/,0.0,0,0.0,0.0,0.87,2.38,25.62,0.15,28.15,12.4,架空线路两联络,508.0,5.0,0.0,工民混合,25.0,9540.0,24.0,5675.0,49.0,15215.0,6393.0,6344.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,9.0,0.0,17.0,2002年01月01日,110kV关埠变电站,420220608036100.0,10kV关井线512,286.52,110kV关埠变电站,420480111028100.0,10kV关港线510,197.23,,,,,,,,,376.17,2022年05月18日,228.16,74.05,,,156.17,30.74,工民混合,24339719.65,24878866.0,2.1671,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,是,否,否,否,否,否,是,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26316256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,海门供电所,110kV海门变电站,418007751416101.0,Ⅱ,418007751863101.0,10kV银滩线532,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22,0.17,/,0.0,JKLGYJ-240,0.93,0.93,1.1,0.75,1.78,0.0,2.53,1.1,架空线路两联络,508.0,3.0,0.0,工民混合,21.0,10175.0,42.0,13855.0,63.0,24030.0,4491.0,4430.0,40.0,40.0,0.0,14.0,5.0,0.0,1.0,2.0,45.0,0.0,33.0,2002年01月01日,220kV弼臣站,420480153662700.0,10kV弼深线526,159.84,,,,,,,,,,,,,210.0,2022年03月14日,79.69,41.34,,,194.3,38.25,工民混合,30466152.25,30953811.0,1.5754,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26346256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV口美变电站,418007751417601.0,I,420220947450200.0,10kV美莲线529,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22,3.55,/,0.0,0,0.0,0.0,3.55,4.34,0.08,0.0,4.42,3.55,“3-1”单环网,508.0,2.0,0.0,工民混合,8.0,4980.0,2.0,1000.0,10.0,5980.0,2507.0,2497.0,17.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,16.0,2021年07月30日,110kV城东变电站,418007751787001.0,10kV东门线536,307.91,110kV城东变电站,418007777889001.0,10kV白莲池线549,410.63,,,,,,,,,329.41,2022年07月25日,299.53,64.84,,,0.75,0.15,工民混合,0.0,118800.0,100.0,0.0,否,否,否,,,,,,,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26356256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金灶供电所,110kV金灶变电站,418007751417101.0,ⅡB,418007751974901.0,10kV金山线518,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22-8.7/15-3*300,0.56,/,0.0,JKLGYJ-240,4.71,4.71,5.27,4.21,29.83,0.0,34.04,14.83,架空线路单联络,508.0,3.0,0.0,工民混合,50.0,12685.0,27.0,8765.0,77.0,21450.0,10524.0,10449.0,12.0,12.0,0.0,16.0,7.0,0.0,0.0,0.0,19.0,0.0,25.0,2002年01月01日,110kV金灶变电站,418007751953901.0,10kV柳岗线514,276.68,,,,,,,,,,,,,323.44,2022年03月26日,323.44,63.67,,,158.25,31.15,工民混合,24651617.8,25210630.6,2.2174,0.0,否,否,否,,,,,,,否,否,是,否,是,是,否,否,否,是,否,否,否,是,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26366256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,河溪供电所,110kV棉城变电站,418007751418001.0,ⅡB,420220371038000.0,10kV河海线530,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,3.14,/,0.0,0,0.0,0.0,3.14,4.2,24.78,0.32,29.3,15.35,架空线路两联络,508.0,4.0,0.0,居住,29.0,11220.0,50.0,8480.0,79.0,19700.0,8846.0,8768.0,8.0,8.0,0.0,18.0,9.0,0.0,0.0,0.0,17.0,0.0,20.0,2016年09月23日,110kV棉城变电站,418007752096501.0,10kV河溪线516,240.23,110kV棉城变电站,420220371038200.0,10kV华阳线528,306.15,,,,,,,,,460.0,2022年07月28日,325.78,90.55,,,5.3,1.04,居住,813630.0,844791.0,3.6886,0.0,否,是,否,,,,,,,是,否,是,否,是,是,是,否,否,否,否,否,否,是,否,是,否,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26386256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007752394101.0,10kV凤壶线533,10kV,农网,C,乡村,公用,电网资产,架空线路,YJV22;YJV22-8.7/15-3*300,0.48,/,0.0,JKLGYJ-240,3.0,3.0,3.48,0.69,12.75,0.0,13.44,7.32,架空线路单联络,463.0,3.0,0.0,工民混合,35.0,17800.0,8.0,1745.0,43.0,19545.0,2577.0,2534.0,11.0,11.0,0.0,4.0,3.0,0.0,0.0,1.0,14.0,0.0,13.0,2002年01月01日,110kV铜盂变电站,418007752301601.0,10kV八宝线512,363.87,,,,,,,,,,,,,517.38,2022年03月24日,327.83,111.75,,,241.97,52.26,工民混合,36887082.2,38547500.0,4.3075,0.0,否,否,是,,,,,,,否,否,是,是,否,否,否,否,否,否,否,否,是,是,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26396256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV上堡变电站,418007751419101.0,Ⅱ,418007752169001.0,10kV大亨线536,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,0.36,/,0.0,0,0.0,0.0,0.36,1.36,8.26,1.08,10.7,4.79,架空线路两联络,508.0,2.0,0.0,工民混合,18.0,7635.0,26.0,7825.0,44.0,15460.0,764.0,720.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,6.0,0.0,7.0,2001年12月30日,220kV谷饶变电站,420220767807300.0,10kV谷华线539,266.9,,,,,,,,,,,,,469.63,2022年07月27日,441.8,92.45,,,240.88,47.42,工民混合,37808417.75,38375160.0,1.4768,0.0,否,是,否,,,,,,,是,否,否,是,否,否,否,否,否,否,否,否,否,是,否,是,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF263A6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,谷饶供电所,110kV上堡变电站,418007751419101.0,Ⅱ,420480105124700.0,10kV堡兴线533,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,1.12,/,0.0,0,0.0,0.0,1.12,3.58,0.07,0.0,3.65,2.3,架空线路单联络,508.0,4.0,0.0,工民混合,1.0,630.0,5.0,1130.0,6.0,1760.0,1229.0,1223.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,7.0,0.0,11.0,2022年03月18日,110kV上堡变电站,418007752184401.0,10kV环东线542,196.0,110kV上堡变电站,418007752179101.0,10kV堡华线539,371.48,,,,,,,,,497.75,2022年02月11日,0.0,97.98,,,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,是,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF263B6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,金浦供电所,220kV潮阳变电站,418007751414701.0,IA,418007751626001.0,10kV金堡线524,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*185,0.91,/,0.0,0,0.0,0.0,0.91,3.75,11.46,0.84,16.05,8.27,架空线路单联络,452.0,3.0,0.0,工民混合,26.0,11455.0,16.0,5630.0,42.0,17085.0,5665.0,5623.0,14.0,14.0,0.0,14.0,5.0,0.0,0.0,0.0,19.0,0.0,31.0,2002年01月01日,220kV潮阳变电站,418007751622401.0,10kV金浦线515,236.92,,,,,,,,,,,,,452.0,2022年07月28日,335.44,100.0,,,166.86,36.92,工民混合,26086013.5,30000000.0,1.8678,0.0,否,是,否,,,,,,,是,否,是,否,是,否,否,否,否,否,否,否,否,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF263C6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,和平供电所,110kV和平变电站,418007751416401.0,Ⅱ,418007751893601.0,10kV和昂线566,10kV,农网,B,乡村,公用,电网资产,电缆线路,YJV22,1.42,/,0.0,0,0.0,0.0,1.42,1.49,0.93,0.16,2.58,1.42,单辐射,508.0,0.0,0.0,工民混合,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2002年01月01日,,,,,,,,,,,,,,,,,56.43,2021年01月03日,56.43,11.11,,,0.0,0.0,工民混合,2715840.0,0.0,0.0,0.0,否,否,否,,,,,,,否,否,否,否,否,否,否,否,否,否,否,否,否,否,是,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,无,是,是,否,运行,否,是,否,否,否,否,,,,,E963C1CF26336256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,铜盂供电所,110kV东洋变电站,418008239569601.0,ⅡA,420220822053100.0,10kV东美线518,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22,0.21,/,0.0,0,0.0,0.0,0.21,0.24,8.4,0.01,8.65,5.39,单辐射,351.0,2.0,0.0,工民混合,17.0,5130.0,8.0,1450.0,25.0,6580.0,3378.0,3353.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2020年07月26日,,,,,,,,,,,,,,,,,208.59,2022年07月25日,164.36,59.43,,,76.76,21.87,工民混合,12015191.4,12228000.0,1.7403,0.0,否,否,否,,,,,,,否,否,是,否,否,否,否,否,否,否,是,否,是,否,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF263D6256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007752420501.0,10kV马望线542,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*300;YJV22-8.7/15-3*35,1.59,/,0.0,0,0.0,0.0,1.59,1.59,5.38,0.0,6.97,4.82,架空线路单联络,508.0,3.0,0.0,工民混合,5.0,2215.0,7.0,4005.0,12.0,6220.0,277.0,266.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2002年01月01日,110kV仙马变电站,418007752399501.0,10kV仙马线551,301.88,,,,,,,,,,,,,157.0,2022年07月08日,80.39,30.91,,,44.91,8.84,工民混合,7076829.9,7154800.0,1.0898,0.0,否,否,否,,,,,,,否,否,否,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26D76256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,贵屿供电所,110kV仙马变电站,418007751420601.0,Ⅲ,418007752377901.0,10kV华东线531,10kV,农网,C,乡村,公用,电网资产,电缆线路,YJV22-8.7/15-3*300,0.15,/,0.0,0,0.0,0.0,0.15,0.43,6.21,0.0,6.64,5.51,架空线路单联络,463.0,2.0,0.0,工民混合,8.0,3280.0,3.0,1825.0,11.0,5105.0,896.0,886.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2002年01月01日,110kV仙马变电站,418007752383301.0,10kV龙进线565,226.76,,,,,,,,,,,,,396.0,2022年08月15日,75.94,85.53,,,52.07,11.25,工民混合,8169613.0,8295600.0,1.5187,0.0,否,否,否,,,,,,,否,否,是,否,是,否,否,否,否,否,否,否,否,否,否,否,否,否,10.0,否,,否,否,否,,否,否,否,,是,三遥（布点不合理）,是,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26D86256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,棉北供电所,110kV棉城变电站,418007751418001.0,ⅡB,420220503869100.0,10kV红旗岭线529,10kV,农网,B,城镇,公用,电网资产,混合线路,YJV22,5.11,/,0.0,JKLGYJ-240,2.47,2.47,7.58,13.24,10.5,0.0,23.74,11.27,架空线路单联络,508.0,0.0,0.0,工民混合,3.0,1065.0,40.0,12450.0,43.0,13515.0,753.0,716.0,61.0,61.0,0.0,10.0,0.0,0.0,7.0,0.0,61.0,0.0,42.0,2017年04月20日,110kV棉城变电站,418007929367201.0,10kV棉田线517,245.51,,,,,,,,,,,,,327.24,2022年05月20日,76.17,64.42,,,127.48,25.09,工民混合,19959344.85,20308299.0,1.7183,0.0,否,否,否,,,,,,,否,否,是,否,是,否,否,是,否,否,否,否,否,是,否,否,是,否,10.0,否,,否,否,否,,否,否,否,,否,三遥（布点不合理）,否,否,否,运行,否,否,否,否,否,否,,,,,E963C1CF26D96256E0533D14930A8E43
汕头供电局,汕头潮阳供电局,文光供电所,110kV城东变电站,418007751415501.0,Ⅲ,418007751783201.0,10kV公园线538,10kV,农网,B,城镇,公用,电网资产,电缆线路,YJV22;YJV22-8.7/15-3*240;YJV22-8.7/15-3*300,1.97,/,0.0,0,0.0,0.0,1.97,5.58,4.73,0.0,10.31,3.77,“3-1”单环网,508.0,2.0,0.0,工民混合,22.0,10680.0,15.0,5840.0,37.0,16520.0,3988.0,3952.0,39.0,39.0,0.0,2.0,1.0,0.0,2.0,0.0,40.0,0.0,17.0,2002年01月01日,110kV城东变电站,418007751790201.0,10kV后田线537,164.94,110kV城东变电站,420220896890300.0,10kV城园线566,315.0,,,,,,,,,115.43,2022年07月25日,103.42,22.72,,,144.62,28.47,工民混合,22703091.0,23039939.0,1.462,0.0,否,否,否,,,,,,,否,否,否,否,是,是,否,否,否,否,否,否,否,是,否,否,是,是,10.0,否,,否,否,否,,否,否,否,,否,三遥（布点合理）,否,是,否,运行,否,否,否,否,否,否,,,,,E963C1CF26DA6256E0533D14930A8E43
